pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist,ra,dec
"HD 100655 b","HD 100655",2,,1.61000000,,137.17800000,173.7653631,20.4415410
"Kepler-765 b","Kepler-765",1,2.43000000,,,1076.28000000,283.1846044,47.1557114
"HD 100777 b","HD 100777",1,,1.23000000,"G8 V",49.53360000,173.9646303,-4.7555425
"HD 10180 c","HD 10180",1,,0.04160000,,38.96070000,24.4731133,-60.5114881
"HD 10180 d","HD 10180",1,,0.03780000,,38.96070000,24.4731133,-60.5114881
"HD 10180 e","HD 10180",1,,0.08050000,,38.96070000,24.4731133,-60.5114881
"HD 10180 f","HD 10180",1,,0.07220000,,38.96070000,24.4731133,-60.5114881
"HD 10180 g","HD 10180",1,,0.07320000,,38.96070000,24.4731133,-60.5114881
"HD 10180 h","HD 10180",1,,0.20660000,,38.96070000,24.4731133,-60.5114881
"HD 101930 b","HD 101930",2,,0.25000000,,30.02740000,175.8756080,-58.0053798
"HD 102117 b","HD 102117",1,,0.17000000,,39.57920000,176.2097267,-58.7040134
"HD 102195 b","HD 102195",1,,0.41000000,,29.33860000,176.4254063,2.8209912
"Kepler-763 d","Kepler-763",1,1.67000000,,,962.45900000,292.1445534,47.1573604
"HD 102272 b","HD 102272",1,,4.94000000,,347.09700000,176.5980316,14.1240201
"HD 102329 b","HD 102329",1,,8.16000000,,217.10700000,176.6941567,3.4742143
"HD 102956 b","HD 102956",2,,0.96000000,,121.89000000,177.8436988,57.6406584
"HD 103197 b","HD 103197",1,,0.09000000,,57.14630000,178.2201971,-50.2927911
"HD 104067 b","HD 104067",1,,0.19538845,,20.36320000,179.7923543,-20.3556058
"HD 104985 b","HD 104985",1,,5.55900000,"G9 III",100.57600000,181.3157854,76.9053359
"HD 106252 b","HD 106252",1,,10.00000000,"G0",38.18500000,183.3730583,10.0404302
"HD 106270 b","HD 106270",1,,10.13000000,,93.80800000,183.4049258,-9.5135645
"HD 10647 b","HD 10647",1,,0.94000000,"F9 V",17.33570000,25.6233526,-53.7412852
"HD 10697 b","HD 10697",1,,5.74300000,,33.12050000,26.2324076,20.0826974
"HD 107148 b","HD 107148",2,,0.21000000,,49.41560000,184.8059773,-3.3199927
"HD 108147 b","HD 108147",1,,0.26100000,,38.92000000,186.4409852,-64.0223492
"HD 108863 b","HD 108863",1,,2.41400000,,164.74200000,187.5826081,21.9480993
"HD 108874 b","HD 108874",1,,1.42000000,,59.51750000,187.6126029,22.8794399
"HD 108874 c","HD 108874",1,,0.99000000,"G5",59.51750000,187.6126029,22.8794399
"HD 109246 b","HD 109246",1,,0.86000000,,67.83490000,188.0271840,74.4893379
"HD 109749 b","HD 109749",2,,0.27000000,"G3 V",63.08210000,189.3173489,-40.8121458
"HD 110014 b","HD 110014",1,,11.09000000,"K2 III",100.75800000,189.8111935,-7.9956702
"HD 111232 b","HD 111232",1,,7.96500000,,28.95710000,192.2159553,-68.4246679
"HD 113538 b","HD 113538",1,,0.36000000,"K9 V",16.28170000,196.2339330,-52.4463502
"HD 113538 c","HD 113538",1,,0.93000000,"K9 V",16.28170000,196.2339330,-52.4463502
"HD 114386 b","HD 114386",1,,1.14000000,,27.92430000,197.6652124,-35.0561807
"HD 114729 b","HD 114729",2,,0.82500000,,37.80630000,198.1833997,-31.8746756
"HD 114783 b","HD 114783",1,,1.10000000,"K0",21.06280000,198.1818436,-2.2649921
"HD 11506 b","HD 11506",1,,4.80000000,"G0 V",51.26100000,28.2106607,-19.5073960
"HD 11506 c","HD 11506",1,,0.40000000,"G0 V",51.26100000,28.2106607,-19.5073960
"HD 116029 b","HD 116029",2,,1.40000000,,123.24500000,200.1646905,24.6484725
"HD 117207 b","HD 117207",1,,1.92600000,,32.35470000,202.3368806,-35.5713041
"HD 117618 b","HD 117618",1,,0.17400000,,37.77810000,203.1066418,-47.2719049
"HD 118203 b","HD 118203",1,12.77823800,2.14000000,,92.25890000,203.5099560,53.7281876
"HD 11964 b","HD 11964",2,,0.62200000,,33.53690000,29.2884252,-10.2434693
"HD 11964 c","HD 11964",2,,0.07880000,,33.53690000,29.2884252,-10.2434693
"HD 11977 b","HD 11977",1,,6.54000000,,67.93310000,28.7347403,-67.6469871
"HD 121504 b","HD 121504",1,,1.51000000,,41.65920000,209.3199062,-56.0404085
"HD 125595 b","HD 125595",1,,0.02000000,,28.19890000,215.3434326,-40.3942443
"HD 125612 b","HD 125612",2,,2.97400000,,57.62070000,215.2227183,-17.4818147
"HD 125612 c","HD 125612",2,,0.04900000,,57.62070000,215.2227183,-17.4818147
"HD 125612 d","HD 125612",2,,7.17800000,,57.62070000,215.2227183,-17.4818147
"Kepler-744 b","Kepler-744",1,1.62000000,,,449.96400000,296.4960493,47.1827848
"HD 126525 b","HD 126525",1,,0.23700000,,37.65060000,216.8852514,-51.9329118
"HD 126614 b","HD 126614",3,,0.33900000,,73.09610000,216.7005171,-5.1784093
"HD 12661 b","HD 12661",1,,2.43000000,,37.84780000,31.1423525,25.4135632
"HD 12661 c","HD 12661",1,,1.81200000,,37.84780000,31.1423525,25.4135632
"HD 128311 b","HD 128311",1,,1.76900000,,16.32920000,219.0032292,9.7454368
"HD 128311 c","HD 128311",1,,3.78900000,,16.32920000,219.0032292,9.7454368
"HD 129445 b","HD 129445",1,,1.60000000,"G6 V",67.43860000,221.5104196,-68.7629901
"HD 130322 b","HD 130322",1,,1.15000000,,31.87660000,221.8857975,-0.2820782
"HD 131496 b","HD 131496",1,,1.80000000,,131.84900000,223.3461495,18.2352618
"Kepler-764 b","Kepler-764",1,1.64000000,,,1047.84000000,297.3931183,47.1645814
"HD 13189 b","HD 13189",1,,10.95000000,,497.82300000,32.4173964,32.3164548
"HD 132406 b","HD 132406",1,,5.94000000,,70.78320000,224.2276121,53.3809615
"HD 132563 b","HD 132563",3,,1.49000000,,105.15500000,224.5892892,44.0428571
"HD 134060 b","HD 134060",1,,0.03180000,"G3 IV",24.01250000,227.6847587,-61.4223747
"HD 134060 c","HD 134060",1,,0.09220000,"G3 IV",24.01250000,227.6847587,-61.4223747
"HD 134987 b","HD 134987",1,,1.61000000,,26.18040000,228.3675397,-25.3096721
"HD 134987 c","HD 134987",1,,0.82000000,"G5 V",26.18040000,228.3675397,-25.3096721
"HD 136352 b","HD 136352",1,1.66400000,0.01485078,,14.68200000,230.4401147,-48.3188174
"HD 136352 c","HD 136352",1,2.91600000,0.03536499,,14.68200000,230.4401147,-48.3188174
"HD 136352 d","HD 136352",1,2.56200000,0.02775082,,14.68200000,230.4401147,-48.3188174
"Kepler-112 b","Kepler-112",1,2.36000000,,,513.20600000,296.9811361,43.2097025
"HD 136418 b","HD 136418",1,,2.14000000,,105.16800000,229.7756438,41.7324230
"HD 137388 b","HD 137388",1,,0.20000000,,40.48410000,233.9150820,-80.2044169
"HD 13808 b","HD 13808",1,,0.03523896,"K2 V",28.23050000,33.1780708,-53.7437591
"HD 13808 c","HD 13808",1,,0.03133751,"K2 V",28.23050000,33.1780708,-53.7437591
"HD 13931 b","HD 13931",1,,2.20000000,,47.39630000,34.1979991,43.7722065
"HD 139357 b","HD 139357",1,,19.87100000,,112.09000000,233.8173564,53.9221505
"HD 141937 b","HD 141937",1,,11.30000000,"G1 V",33.36220000,238.0735585,-18.4359716
"HD 142022 A b","HD 142022 A",2,,4.44000000,,34.28020000,242.5481731,-84.2317494
"HD 142245 b","HD 142245",3,,3.07000000,,97.23050000,238.2342443,15.4306118
"HD 142415 b","HD 142415",1,,1.67000000,,35.53180000,239.4189890,-60.2006948
"Kepler-267 b","Kepler-267",1,1.98000000,,,264.99300000,299.8305655,47.1575741
"HD 142 b","HD 142",2,,1.24900000,,26.18530000,1.5836771,-49.0753625
"HD 143361 b","HD 143361",1,,3.53200000,,68.51460000,240.4588405,-44.4350575
"HD 145377 b","HD 145377",1,,6.02000000,,53.48840000,242.9019658,-27.0781199
"HD 145457 b","HD 145457",1,,2.79400000,,135.29200000,242.5162215,26.7429068
"HD 1461 b","HD 1461",1,,0.02026240,"G0 V",23.45340000,4.6762645,-8.0536206
"HD 1461 c","HD 1461",1,,0.01758802,"G0 V",23.45340000,4.6762645,-8.0536206
"HD 147018 b","HD 147018",1,,2.12000000,"G9 V",40.42560000,245.7490012,-61.6901291
"HD 147018 c","HD 147018",1,,6.56000000,"G9 V",40.42560000,245.7490012,-61.6901291
"HD 147513 b","HD 147513",2,,1.21000000,,12.90320000,246.0057894,-39.1929661
"HD 148156 b","HD 148156",1,,0.85000000,,57.12890000,247.0723035,-46.3175085
"HD 148427 b","HD 148427",1,,1.20000000,"K0 III- IV",71.34990000,247.1171311,-13.3996231
"HD 149026 b","HD 149026",1,8.29466000,0.38000000,,75.86430000,247.6229827,38.3475349
"HD 149143 b","HD 149143",1,,1.33000000,"G0",73.28010000,248.2126715,2.0844547
"HD 1502 b","HD 1502",1,,2.75000000,,190.95300000,4.8214389,14.0546830
"HD 152079 b","HD 152079",1,,2.66100000,,87.88880000,253.3732313,-46.3333582
"HD 152581 b","HD 152581",1,,1.86900000,,165.76000000,253.4316451,11.9736828
"HD 153950 b","HD 153950",1,,2.95000000,,48.45490000,256.1292826,-43.3103753
"HD 154345 b","HD 154345",1,,1.18600000,"G8",18.28400000,255.6524619,47.0855544
"HD 154672 b","HD 154672",1,,5.37000000,,63.04840000,257.5206970,-56.4498041
"HD 154857 b","HD 154857",1,,2.45000000,,63.44820000,257.8161940,-56.6810380
"HD 155358 b","HD 155358",1,,0.99000000,,43.61970000,257.3930947,33.3549277
"HD 155358 c","HD 155358",1,,0.82000000,"G0",43.61970000,257.3930947,33.3549277
"HD 156279 b","HD 156279",1,,9.43200000,,36.19450000,258.0966686,63.3527828
"HD 156411 b","HD 156411",1,,0.74000000,"F8 IV/V",56.86550000,259.9639522,-48.5502313
"HD 156668 b","HD 156668",1,,0.01300000,,24.33230000,259.4183491,29.2281610
"HD 156846 b","HD 156846",2,,10.67000000,,47.73320000,260.1423366,-19.3343650
"HD 158038 b","HD 158038",1,,1.53000000,,94.86250000,261.4395312,27.3030721
"HD 159868 b","HD 159868",1,,2.21800000,,55.85030000,264.7466665,-43.1462347
"HD 160691 b","HD 160691",1,,4.30000000,"G3 IV-V",15.59810000,266.0361585,-51.8348751
"HD 160691 c","HD 160691",1,,4.40000000,"G3 IV-V",15.59810000,266.0361585,-51.8348751
"HD 160691 d","HD 160691",1,,,"G3 IV-V",15.59810000,266.0361585,-51.8348751
"HD 160691 e","HD 160691",1,,7.00000000,"G3 IV-V",15.59810000,266.0361585,-51.8348751
"HD 16141 b","HD 16141",2,,0.26000000,,37.78610000,38.8323674,-3.5624887
"HD 16175 b","HD 16175",1,,5.10000000,,59.85900000,39.2577379,42.0624526
"HD 162020 b","HD 162020",1,,9.84000000,,30.82480000,267.6599252,-40.3184646
"HD 163607 b","HD 163607",1,,0.78360000,,67.78550000,268.4181383,56.3924701
"HD 163607 c","HD 163607",1,,2.20100000,,67.78550000,268.4181383,56.3924701
"HD 16417 b","HD 16417",2,,0.06960000,"G1 V",25.39360000,39.2441029,-34.5790905
"HD 164509 b","HD 164509",2,,0.44300000,"G5",53.11190000,270.3800811,0.1044685
"HD 164604 b","HD 164604",1,,13.20000000,"K3.5 V",39.36330000,270.7787177,-28.5608343
"HD 164922 b","HD 164922",1,,0.36497499,,22.00160000,270.6304652,26.3104077
"HD 167042 b","HD 167042",1,,1.39700000,"K1 IV",49.66330000,272.6326268,54.2876184
"HD 168443 b","HD 168443",1,,7.62800000,,39.62450000,275.0159879,-9.5966905
"HD 168443 c","HD 168443",1,,17.30600000,,39.62450000,275.0159879,-9.5966905
"HD 168746 b","HD 168746",1,,0.27000000,,41.56810000,275.4573269,-11.9229757
"HD 1690 b","HD 1690",1,,8.79000000,,752.61500000,5.3055886,-8.2811442
"HD 169830 b","HD 169830",1,,2.53100000,,37.60480000,276.9561859,-29.8167919
"HD 169830 c","HD 169830",1,,7.66900000,,37.60480000,276.9561859,-29.8167919
"HD 170469 b","HD 170469",2,,0.66000000,,60.17800000,277.2955423,11.6954244
"HD 17092 b","HD 17092",1,,10.13000000,,228.42200000,41.5924261,49.6530375
"Kepler-762 b","Kepler-762",1,12.68000000,,,1898.26000000,291.2756631,47.3295107
"HD 171028 b","HD 171028",1,,2.62000000,,111.65900000,278.0643694,6.9456827
"HD 171238 b","HD 171238",1,,8.80000000,"G8 V",44.81130000,278.6818389,-28.0727849
"HD 17156 b","HD 17156",1,12.26262489,3.26000000,,78.08630000,42.4366123,71.7530882
"HD 173416 b","HD 173416",1,,1.84100000,"G8",132.18400000,280.9005676,36.5568570
"HD 175167 b","HD 175167",1,,14.80000000,,71.08630000,285.0033888,-69.9450664
"HD 175541 b","HD 175541",1,,0.59800000,,129.60300000,283.9203211,4.2649344
"HD 177830 b","HD 177830",2,,1.69000000,,62.76740000,286.3363574,25.9204327
"HD 177830 c","HD 177830",2,,0.15000000,,62.76740000,286.3363574,25.9204327
"HD 178911 B b","HD 178911 B",3,,8.03000000,,40.97270000,287.2632091,34.6006972
"HD 179079 b","HD 179079",1,,0.08100000,"G5 IV",69.71160000,287.7903733,-2.6387703
"HD 179949 b","HD 179949",1,,0.91600000,,27.45730000,288.8890182,-24.1797939
"HD 180902 b","HD 180902",2,,1.68500000,,104.57700000,289.8239604,-23.5582432
"HD 181342 b","HD 181342",1,,2.54000000,,120.39100000,290.2674078,-23.6196996
"HD 181433 b","HD 181433",1,,0.02271666,,26.87620000,291.2873731,-66.4677838
"HD 181433 c","HD 181433",1,,0.74096586,,26.87620000,291.2873731,-66.4677838
"HD 181433 d","HD 181433",1,,0.65101166,,26.87620000,291.2873731,-66.4677838
"HD 181720 b","HD 181720",1,,0.40000000,,60.20460000,290.7212224,-32.9208401
"HD 183263 b","HD 183263",1,,3.47100000,,54.19550000,292.1022982,8.3579183
"HD 183263 c","HD 183263",1,,9.31000000,,54.19550000,292.1022982,8.3579183
"HD 185269 b","HD 185269",3,,1.01000000,,51.99170000,294.2987668,28.4995140
"HD 187085 b","HD 187085",1,,0.83600000,,45.89930000,297.3915731,-37.7809929
"HD 187123 b","HD 187123",1,,0.52300000,,45.95480000,296.7428786,34.4189900
"HD 187123 c","HD 187123",1,,1.99000000,,45.95480000,296.7428786,34.4189900
"HD 18742 b","HD 18742",1,,3.40000000,,162.68500000,45.0443115,-20.8027024
"HD 188015 b","HD 188015",2,,1.50000000,,50.67060000,298.0191857,28.0999769
"HD 189733 b","HD 189733",2,12.66617000,1.13000000,,19.76380000,300.1821223,22.7097759
"HD 190360 b","HD 190360",2,,1.68959095,"G7 IV-V",16.00690000,300.9092476,29.8945410
"HD 190360 c","HD 190360",2,,0.08243442,"G7 IV-V",16.00690000,300.9092476,29.8945410
"HD 190647 b","HD 190647",1,,1.98500000,,54.47380000,301.8318167,-35.5395236
"HD 190984 b","HD 190984",1,,3.10000000,"F8 V",148.18700000,302.8779827,-64.6202728
"HD 192263 b","HD 192263",1,,0.56000000,,19.63590000,303.4990864,-0.8657574
"HD 192310 b","HD 192310",1,,0.05320000,,8.79687000,303.8284712,-27.0337556
"HD 192310 c","HD 192310",1,,0.07600000,,8.79687000,303.8284712,-27.0337556
"HD 192699 b","HD 192699",1,,2.09600000,,71.86270000,304.0248392,4.5805708
"HD 195019 b","HD 195019",2,,3.98000000,,37.66810000,307.0792427,18.7692509
"HD 196050 b","HD 196050",3,,4.70000000,"G3 V",50.67420000,309.4637796,-60.6347649
"HD 196885 A b","HD 196885 A",2,,2.58000000,,34.16920000,309.9664609,11.2500236
"HD 197037 b","HD 197037",2,,0.79000000,"F7 V",33.19440000,309.8869681,42.2475930
"HD 19994 b","HD 19994",3,,1.37000000,"F8 V",22.52420000,48.1943193,-1.1963955
"HD 20003 b","HD 20003",1,,0.03670000,"G8 V",41.83160000,46.9090081,-72.3219221
"Kepler-1713 b","Kepler-1713",1,1.71673535,,,295.29300000,287.3456737,43.3783894
"Kepler-781 b","Kepler-781",1,2.89000000,,,1064.47000000,287.6535874,47.4147762
"HD 20003 c","HD 20003",1,,0.04540000,"G8 V",41.83160000,46.9090081,-72.3219221
"HD 200964 b","HD 200964",1,,1.59900000,,72.59220000,316.6664183,3.8033357
"HD 200964 c","HD 200964",1,,1.21400000,,72.59220000,316.6664183,3.8033357
"HD 202206 c","HD 202206",2,,17.90000000,"G6 V",45.96650000,318.7405221,-20.7897284
"HD 2039 b","HD 2039",1,,6.29000000,,85.69220000,6.0851069,-56.6499880
"HD 204313 b","HD 204313",1,,4.61500000,,47.79450000,322.0510568,-21.7274194
"HD 204313 c","HD 204313",1,,0.05400000,,47.79450000,322.0510568,-21.7274194
"HD 204941 b","HD 204941",2,,0.23000000,,28.71650000,323.0966714,-20.9579570
"HD 205739 b","HD 205739",1,,1.37000000,,92.50870000,324.5351273,-31.7378373
"HD 206610 b","HD 206610",1,,2.03600000,,147.19200000,325.8537599,-7.4082451
"Kepler-783 c","Kepler-783",1,2.33153725,,,516.09000000,291.0628615,47.4847890
"HD 20781 b","HD 20781",2,,0.00610000,"K0 V",35.97150000,50.0139757,-28.7841175
"HD 20781 c","HD 20781",2,,0.01680000,"K0 V",35.97150000,50.0139757,-28.7841175
"HD 20782 b","HD 20782",2,,1.48780000,,35.98640000,50.0166232,-28.8543535
"HD 20794 b","HD 20794",1,,0.00676466,"G6 V",6.00278000,49.9997666,-43.0666533
"HD 20794 d","HD 20794",1,,0.00937613,"G6 V",6.00278000,49.9997666,-43.0666533
"HD 208487 b","HD 208487",1,,0.46000000,"G2 V",45.14700000,329.3332489,-37.7641354
"HD 20868 b","HD 20868",1,,1.25000000,,47.72230000,50.1794053,-33.7296900
"HD 209458 b","HD 209458",1,15.58051000,0.73000000,,48.30160000,330.7950219,18.8842419
"HD 210277 b","HD 210277",1,,1.29000000,,21.29850000,332.3748117,-7.5505962
"HD 210702 b","HD 210702",1,,1.51500000,"K1 IV",54.19630000,332.9638643,16.0404806
"HD 212301 b","HD 212301",2,,0.51000000,,54.23040000,336.8803957,-77.7183219
"HD 212771 b","HD 212771",1,,2.39000000,,111.15500000,336.7624130,-17.2641046
"HD 213240 b","HD 213240",2,,5.58000000,,40.87070000,337.7506266,-49.4341037
"HD 215152 b","HD 215152",1,,0.00572319,"K3 V",21.59740000,340.8380941,-6.4020685
"HD 215152 c","HD 215152",1,,0.00541170,"K3 V",21.59740000,340.8380941,-6.4020685
"HD 215497 b","HD 215497",1,,0.02000000,,40.54680000,341.6527140,-56.5997984
"HD 215497 c","HD 215497",1,,0.35000000,"K3 V",40.54680000,341.6527140,-56.5997984
"HD 216435 b","HD 216435",1,,1.26000000,,32.98340000,343.4094703,-48.5986332
"HD 216437 b","HD 216437",1,,4.20000000,"G1 V",26.69020000,343.6639631,-70.0733957
"HD 216770 b","HD 216770",1,,0.57000000,,36.66250000,343.9748751,-26.6595286
"HD 21693 b","HD 21693",1,,0.02590000,"G8 V",33.25500000,51.8040469,-58.3232726
"HD 21693 c","HD 21693",1,,0.05470000,"G8 V",33.25500000,51.8040469,-58.3232726
"HD 217107 b","HD 217107",1,,1.44600000,"G",20.06190000,344.5647243,-2.3954489
"HD 217107 c","HD 217107",1,,4.37000000,"G",20.06190000,344.5647243,-2.3954489
"HD 217786 b","HD 217786",2,,13.85200000,,55.48470000,345.7838088,-0.4303594
"HD 218566 b","HD 218566",1,,0.20000000,,28.82740000,347.2974170,-2.2611645
"91 Aqr b","91 Aqr",3,,3.20000000,"K0 III",44.03040000,348.9745031,-9.0878076
"HD 219828 b","HD 219828",1,,0.06000000,,73.11400000,349.6947029,18.6457524
"HD 220773 b","HD 220773",1,,1.45000000,"F9",50.51030000,351.6144715,8.6428871
"HD 221287 b","HD 221287",1,,3.09000000,,55.92310000,352.8362230,-58.2097540
"HD 222582 b","HD 222582",2,,8.37000000,,42.15860000,355.4640788,-5.9862379
"HD 224693 b","HD 224693",1,,0.70000000,"G2 V",93.50150000,359.9749837,-22.4279999
"HD 22781 b","HD 22781",1,,13.65000000,"K1",32.60340000,55.2065581,31.8258855
"HD 23079 b","HD 23079",1,,2.66000000,"F9.5 V",33.45910000,54.9281897,-52.9162344
"HD 23127 b","HD 23127",1,,1.52700000,,93.85550000,54.8491271,-60.0772290
"HD 231701 b","HD 231701",1,,1.13000000,"F8 V",108.87700000,293.0176220,16.4743566
"HD 23596 b","HD 23596",2,,11.91400000,,52.00180000,57.0018601,40.5307308
"HD 240210 b","HD 240210",1,,5.21000000,"K3 III",372.40500000,347.6219227,57.0294818
"HD 240237 b","HD 240237",1,,15.89000000,,933.37700000,348.9259334,58.0432233
"Kepler-1738 b","Kepler-1738",1,2.82472883,,,1302.87000000,296.1313474,47.4388098
"HD 25171 b","HD 25171",2,,0.91500000,,55.61460000,58.9574779,-65.1863239
"HD 2638 b","HD 2638",3,,0.42000000,,54.96210000,7.4990038,-5.7649600
"HD 27442 b","HD 27442",2,,1.56000000,,18.27040000,64.1205476,-59.3028771
"HD 27894 b","HD 27894",1,,0.61900000,,43.82140000,65.1975693,-59.4096776
"HD 28185 b","HD 28185",1,,5.85000000,,39.38090000,66.6100461,-10.5510754
"HD 28254 b","HD 28254",2,,3.80000000,"G5 V",55.28840000,66.2108141,-50.6228081
"HD 285968 b","HD 285968",1,,0.02600000,"M2 V",9.47045000,70.7353853,18.9533580
"HD 28678 b","HD 28678",1,,1.54200000,,189.90800000,67.8560643,4.5752495
"HD 290327 b","HD 290327",1,,2.43000000,,56.43300000,80.8399887,-2.2780391
"HD 30177 b","HD 30177",1,,8.25000000,"G8 V",55.58670000,70.4770964,-58.0208085
"HD 30562 b","HD 30562",1,,1.22000000,,26.15970000,72.1529519,-5.6751152
"HD 30856 b","HD 30856",2,,1.54700000,,131.19900000,72.5745099,-24.3689282
"HD 31253 b","HD 31253",1,,0.62000000,,58.14380000,73.6822877,12.3520103
"HD 31527 b","HD 31527",1,,0.03290000,"G2 V",38.44730000,73.9096193,-23.2413163
"HD 31527 c","HD 31527",1,,0.04450000,"G2 V",38.44730000,73.9096193,-23.2413163
"HD 31527 d","HD 31527",1,,0.03720000,"G2 V",38.44730000,73.9096193,-23.2413163
"HD 32518 b","HD 32518",1,,2.84900000,"K1 III",122.11500000,77.4037569,69.6391355
"HD 330075 b","HD 330075",1,,0.48000000,,45.29890000,237.4054997,-49.9639199
"HD 33142 b","HD 33142",1,,1.26000000,"K0 III",121.37500000,76.8980559,-13.9863374
"HD 33283 b","HD 33283",2,,0.32900000,"G3/G5 V",89.86230000,77.0044889,-26.7976689
"HD 33564 b","HD 33564",1,,9.10000000,"F6 V",20.95310000,80.6378979,79.2318488
"HD 34445 b","HD 34445",1,,0.82000000,,46.09070000,79.4207483,7.3527156
"HD 3651 b","HD 3651",1,,0.22800000,,11.13360000,9.8387218,21.2488844
"HD 37124 b","HD 37124",1,,0.67500000,"G4 V",31.66340000,84.2599947,20.7289784
"HD 37124 c","HD 37124",1,,0.65200000,"G4 V",31.66340000,84.2599947,20.7289784
"HD 37124 d","HD 37124",1,,0.69600000,"G4 V",31.66340000,84.2599947,20.7289784
"HD 37605 b","HD 37605",1,,2.69000000,"K0",46.78640000,85.0074276,6.0595116
"HD 38529 b","HD 38529",2,,0.65000000,,42.35380000,86.6451363,1.1675866
"HD 38529 c","HD 38529",2,,10.38000000,,42.35380000,86.6451363,1.1675866
"HD 38801 b","HD 38801",1,,9.69800000,,91.43490000,86.9963141,-8.3280256
"Kepler-1737 b","Kepler-1737",1,5.39500000,,,,297.0148111,47.4864170
"HD 39091 b","HD 39091",1,,14.10000000,,18.27020000,84.2992798,-80.4646041
"HD 40307 b","HD 40307",1,,0.01260000,"K2.5 V",12.93630000,88.5172191,-60.0237289
"HD 40307 c","HD 40307",1,,0.02080000,"K2.5 V",12.93630000,88.5172191,-60.0237289
"HD 40307 d","HD 40307",1,,0.02990000,"K2.5 V",12.93630000,88.5172191,-60.0237289
"HD 40979 b","HD 40979",3,,4.67000000,,34.08830000,91.1253346,44.2597855
"HD 41004 A b","HD 41004 A",2,,2.54000000,,36.69117000,89.9566041,-48.2394189
"HD 41004 B b","HD 41004 B",2,,18.37000000,"M2 V",41.55040000,89.9565956,-48.2394114
"HD 4113 b","HD 4113",3,,1.70300000,,41.87270000,10.8027515,-37.9831248
"HD 4203 b","HD 4203",1,,2.23000000,,81.37950000,11.1722288,20.4483925
"HD 4208 b","HD 4208",1,,0.81000000,,34.19370000,11.1125532,-26.5150392
"Kepler-272 c","Kepler-272",1,1.79000000,,,889.60800000,299.1275257,47.5938319
"HD 4308 b","HD 4308",1,,0.05000000,,22.01580000,11.1652594,-65.6527159
"HD 4313 b","HD 4313",1,,1.92700000,,136.30800000,11.4181301,7.8450492
"HD 43197 b","HD 43197",1,,0.55300000,,62.41120000,93.3993231,-29.8971929
"HD 43691 b","HD 43691",3,,2.55000000,"G0",85.60090000,94.8946124,41.0920773
"HD 44219 b","HD 44219",1,,0.58000000,"G3 V",52.90510000,95.0599971,-10.7250799
"HD 45184 b","HD 45184",1,,0.03840000,"G1.5 V",21.95320000,96.1820205,-28.7806402
"HD 45350 b","HD 45350",1,,1.79000000,,46.87330000,97.1902262,38.9627315
"HD 45364 b","HD 45364",1,,0.18930000,"K0 V",34.35400000,96.4105736,-31.4810037
